image_id,asp_pred,label_bin,split
ISIC_0028919,0,0,train
ISIC_0033953,1,1,train
ISIC_0012585,0,0,train
ISIC_0030771,1,0,train
ISIC_0014077,1,0,train
ISIC_0035407,0,0,train
ISIC_0028796,0,0,train
ISIC_0000550,1,0,train
ISIC_0033982,1,0,train
ISIC_0035388,1,0,train
ISIC_0015466,1,0,train
ISIC_0025471,1,1,train
ISIC_0032761,1,0,train
ISIC_0028739,0,1,train
ISIC_0027124,0,0,train
ISIC_0015436,1,0,train
ISIC_0028959,0,0,train
ISIC_0028751,1,0,train
ISIC_0011097,0,0,train
ISIC_0034598,0,1,train
ISIC_0034350,0,0,train
ISIC_0030090,0,0,train
ISIC_0023396,1,0,train
ISIC_0014821,1,0,train
ISIC_0034709,0,0,train
ISIC_0026012,0,0,train
ISIC_0011157,0,0,train
ISIC_0000301,1,1,train
ISIC_0013595,0,0,train
ISIC_0031011,0,0,train
ISIC_0014365,1,0,train
ISIC_0033831,1,1,train
ISIC_0029514,1,0,train
ISIC_0032799,1,1,train
ISIC_0032569,1,1,train
ISIC_0011224,1,0,train
ISIC_0000198,1,0,train
ISIC_0029005,0,0,train
ISIC_0026922,0,0,train
ISIC_0029423,0,0,train
ISIC_0026715,0,0,train
ISIC_0015351,1,0,train
ISIC_0027120,1,1,train
ISIC_0029917,0,1,train
ISIC_0031560,1,0,train
ISIC_0026448,0,0,train
ISIC_0034763,0,0,train
ISIC_0035952,0,0,train
ISIC_0032049,0,0,train
ISIC_0010018,0,0,train
ISIC_0000197,1,0,train
ISIC_0035449,1,0,train
ISIC_0027780,1,0,train
ISIC_0027833,0,0,train
ISIC_0028940,0,0,train
ISIC_0030062,0,0,train
ISIC_0014577,0,0,train
ISIC_0028501,1,0,train
ISIC_0031625,0,0,train
ISIC_0024834,1,0,train
ISIC_0031677,1,0,train
ISIC_0012473,0,0,train
ISIC_0011114,0,0,train
ISIC_0010032,0,0,train
ISIC_0031875,1,0,train
ISIC_0021845,0,0,train
ISIC_0032501,0,0,train
ISIC_0031100,0,0,train
ISIC_0032315,1,0,train
ISIC_0030326,1,0,train
ISIC_0033682,1,0,train
ISIC_0027029,0,0,train
ISIC_0017431,0,0,train
ISIC_0025526,0,0,train
ISIC_0024446,1,0,train
ISIC_0029387,0,0,train
ISIC_0026469,0,0,train
ISIC_0031176,0,0,train
ISIC_0027249,1,0,train
ISIC_0021914,1,1,train
ISIC_0036099,1,0,train
ISIC_0033679,1,1,train
ISIC_0013213,0,0,train
ISIC_0026426,0,0,train
ISIC_0021158,0,0,train
ISIC_0025465,1,0,train
ISIC_0028638,0,0,train
ISIC_0015284,1,1,train
ISIC_0024705,1,0,train
ISIC_0014336,1,0,train
ISIC_0032875,1,1,train
ISIC_0013155,0,0,train
ISIC_0010572,1,0,train
ISIC_0035898,1,0,train
ISIC_0028377,0,0,train
ISIC_0032802,1,0,train
ISIC_0036211,1,0,train
ISIC_0032189,0,0,train
ISIC_0036227,0,0,train
ISIC_0026605,0,0,train
ISIC_0026301,0,0,train
ISIC_0033996,1,0,train
ISIC_0026193,0,0,train
ISIC_0034252,1,0,train
ISIC_0032232,1,1,train
ISIC_0013369,0,0,train
ISIC_0032595,0,0,train
ISIC_0029965,0,0,train
ISIC_0030183,1,1,train
ISIC_0002353,0,0,train
ISIC_0024510,0,0,train
ISIC_0023620,1,0,train
ISIC_0024409,1,0,train
ISIC_0024157,1,0,train
ISIC_0033668,1,1,train
ISIC_0026946,0,0,train
ISIC_0030237,0,0,train
ISIC_0035385,1,0,train
ISIC_0033128,0,0,train
ISIC_0028417,0,0,train
ISIC_0026459,0,0,train
ISIC_0014529,0,0,train
ISIC_0032442,0,0,train
ISIC_0024857,1,0,train
ISIC_0014385,1,1,train
ISIC_0029157,0,1,train
ISIC_0014572,0,0,train
ISIC_0035534,0,0,train
ISIC_0027617,0,0,train
ISIC_0032186,0,0,train
ISIC_0027914,0,0,train
ISIC_0026124,1,0,train
ISIC_0010456,1,0,train
ISIC_0010105,0,0,train
ISIC_0026418,0,0,train
ISIC_0031547,1,0,train
ISIC_0032381,1,0,train
ISIC_0033757,1,0,train
ISIC_0032744,1,0,train
ISIC_0026527,0,0,train
ISIC_0030550,0,0,train
ISIC_0024348,0,0,train
ISIC_0035190,0,0,train
ISIC_0028855,0,0,train
ISIC_0013747,0,0,train
ISIC_0000096,0,0,train
ISIC_0031542,0,0,train
ISIC_0000395,1,1,train
ISIC_0028113,1,1,train
ISIC_0009927,0,0,train
ISIC_0009884,0,0,train
ISIC_0027449,1,0,train
ISIC_0029137,0,0,train
ISIC_0015482,1,0,train
ISIC_0020507,0,0,train
ISIC_0032161,0,0,train
ISIC_0027798,0,0,train
ISIC_0016060,0,0,train
ISIC_0012105,0,0,train
ISIC_0033853,1,0,train
ISIC_0032510,1,0,train
ISIC_0034316,1,1,train
ISIC_0034838,1,0,train
ISIC_0031000,1,0,train
ISIC_0026938,0,0,train
ISIC_0026936,0,0,train
ISIC_0035431,1,0,train
ISIC_0025884,0,0,train
ISIC_0026510,0,0,train
ISIC_0024307,0,0,train
ISIC_0001186,0,0,train
ISIC_0014507,0,0,train
ISIC_0015223,1,0,train
ISIC_0033603,1,1,train
ISIC_0025429,0,0,train
ISIC_0028383,0,0,train
ISIC_0028930,0,1,train
ISIC_0005247,0,0,train
ISIC_0032255,0,0,train
ISIC_0029895,1,0,train
ISIC_0033612,1,1,train
ISIC_0030890,1,0,train
ISIC_0025934,0,0,train
ISIC_0024657,0,0,train
ISIC_0035425,1,0,train
ISIC_0025301,0,1,train
ISIC_0032656,1,1,train
ISIC_0015958,0,1,train
ISIC_0034295,1,0,train
ISIC_0031277,1,0,train
ISIC_0028335,1,1,train
ISIC_0033746,1,0,train
ISIC_0034254,1,0,train
ISIC_0035450,1,1,train
ISIC_0026575,1,1,train
ISIC_0028290,1,0,train
ISIC_0028477,1,0,train
ISIC_0031602,0,0,train
ISIC_0012566,0,0,train
ISIC_0027706,1,0,train
ISIC_0030058,1,0,train
ISIC_0029871,0,0,train
ISIC_0031891,1,0,train
ISIC_0030863,0,0,train
ISIC_0026255,0,0,train
ISIC_0031122,1,1,train
ISIC_0035938,1,1,train
ISIC_0033801,1,1,train
ISIC_0034134,1,1,train
ISIC_0015976,1,0,train
ISIC_0026367,1,0,train
ISIC_0034381,1,1,train
ISIC_0028370,1,1,train
ISIC_0028307,0,0,train
ISIC_0031960,0,0,train
ISIC_0007141,0,0,train
ISIC_0030461,0,0,train
ISIC_0029476,0,0,train
ISIC_0010590,0,0,train
ISIC_0034576,0,0,train
ISIC_0034285,1,0,train
ISIC_0014576,0,0,train
ISIC_0031414,0,0,train
ISIC_0025170,1,0,train
ISIC_0025666,0,0,train
ISIC_0034460,1,0,train
ISIC_0030389,1,0,train
ISIC_0025104,0,0,train
ISIC_0025208,1,0,train
ISIC_0032105,0,0,train
ISIC_0000226,1,0,train
ISIC_0035590,1,0,train
ISIC_0028132,1,1,train
ISIC_0027242,0,0,train
ISIC_0028525,1,0,train
ISIC_0021196,0,0,train
ISIC_0029581,0,0,train
ISIC_0025200,0,0,train
ISIC_0023309,1,1,train
ISIC_0000336,0,0,train
ISIC_0033059,1,0,train
ISIC_0030375,1,1,train
ISIC_0028541,0,0,train
ISIC_0030604,1,1,train
ISIC_0026952,0,1,train
ISIC_0009917,0,0,train
ISIC_0013783,0,0,train
ISIC_0036010,1,0,train
ISIC_0035978,1,0,train
ISIC_0024729,1,1,train
ISIC_0036032,1,0,train
ISIC_0034263,1,1,train
ISIC_0033521,1,0,train
ISIC_0027344,1,0,train
ISIC_0033352,1,0,train
ISIC_0034287,1,1,train
ISIC_0028579,0,1,train
ISIC_0025882,0,0,train
ISIC_0019148,0,0,train
ISIC_0011361,1,0,train
ISIC_0027366,0,0,train
ISIC_0022650,1,0,train
ISIC_0029281,0,1,train
ISIC_0034407,0,0,train
ISIC_0025777,1,0,train
ISIC_0026671,0,0,train
ISIC_0027887,1,0,train
ISIC_0033780,1,0,train
ISIC_0024670,1,0,train
ISIC_0025756,0,0,train
ISIC_0032984,1,1,train
ISIC_0014574,1,0,train
ISIC_0027052,1,0,train
ISIC_0000324,1,0,train
ISIC_0015969,1,0,train
ISIC_0028498,1,0,train
ISIC_0029830,1,1,train
ISIC_0026868,1,1,train
ISIC_0035827,1,1,train
ISIC_0029841,1,0,train
ISIC_0029690,0,0,train
ISIC_0026285,1,0,train
ISIC_0015520,0,0,train
ISIC_0011176,0,0,train
ISIC_0028148,1,1,train
ISIC_0013160,1,0,train
ISIC_0006711,0,0,train
ISIC_0027507,1,1,train
ISIC_0001188,0,0,train
ISIC_0029275,0,0,train
ISIC_0029521,0,0,train
ISIC_0032872,1,1,train
ISIC_0010337,0,0,train
ISIC_0035076,1,0,train
ISIC_0019309,0,0,train
ISIC_0032832,0,0,train
ISIC_0028676,0,0,train
ISIC_0009967,0,0,train
ISIC_0024325,1,0,train
ISIC_0025078,1,0,train
ISIC_0027571,1,0,train
ISIC_0015204,1,0,train
ISIC_0026653,0,0,train
ISIC_0027944,0,0,train
ISIC_0029718,0,0,train
ISIC_0029762,0,0,train
ISIC_0012773,1,0,train
ISIC_0035172,0,0,train
ISIC_0033718,1,0,train
ISIC_0016012,0,0,train
ISIC_0035739,1,0,train
ISIC_0034723,1,0,train
ISIC_0026635,0,0,train
ISIC_0029929,1,0,train
ISIC_0025992,1,1,train
ISIC_0036343,0,0,train
ISIC_0028384,0,0,train
ISIC_0013676,0,0,train
ISIC_0032454,1,0,train
ISIC_0015369,0,0,train
ISIC_0031515,1,0,train
ISIC_0034290,1,0,train
ISIC_0000548,0,0,train
ISIC_0034273,0,0,train
ISIC_0011120,1,0,train
ISIC_0028369,0,0,train
ISIC_0031184,0,0,train
ISIC_0034897,0,0,train
ISIC_0029189,0,0,train
ISIC_0028532,0,0,train
ISIC_0035853,1,1,train
ISIC_0035635,0,0,train
ISIC_0013488,0,0,train
ISIC_0025133,1,0,train
ISIC_0032850,1,1,train
ISIC_0020951,1,0,train
ISIC_0000015,1,0,train
ISIC_0000171,1,1,train
ISIC_0034267,1,0,train
ISIC_0022659,1,0,train
ISIC_0032046,1,1,train
ISIC_0015294,1,0,train
ISIC_0025054,0,0,train
ISIC_0030007,1,0,train
ISIC_0024572,1,1,train
ISIC_0034643,0,0,train
ISIC_0025876,1,0,train
ISIC_0032064,0,0,train
ISIC_0022261,0,0,train
ISIC_0031224,0,0,train
ISIC_0027754,1,0,train
ISIC_0033428,1,1,train
ISIC_0028478,0,0,train
ISIC_0015949,0,0,train
ISIC_0034865,0,0,train
ISIC_0025318,0,0,train
ISIC_0025779,0,0,train
ISIC_0025207,0,0,train
ISIC_0035553,1,1,train
ISIC_0028564,0,0,train
ISIC_0029397,1,1,train
ISIC_0026192,1,1,train
ISIC_0024416,0,0,train
ISIC_0026474,0,0,train
ISIC_0030480,0,0,train
ISIC_0028749,1,0,train
ISIC_0036274,1,0,train
ISIC_0033171,1,1,train
ISIC_0033418,1,0,train
ISIC_0035722,1,0,train
ISIC_0027412,0,0,train
ISIC_0032772,1,0,train
ISIC_0013047,0,0,train
ISIC_0032290,1,1,train
ISIC_0025150,1,0,train
ISIC_0032078,1,0,train
ISIC_0032192,1,1,train
ISIC_0026665,0,0,train
ISIC_0032379,0,0,train
ISIC_0034713,1,1,train
ISIC_0009921,1,0,train
ISIC_0035917,1,0,train
ISIC_0000382,1,0,train
ISIC_0017398,1,1,train
ISIC_0033501,1,0,train
ISIC_0010043,1,0,train
ISIC_0029077,0,0,train
ISIC_0013969,0,0,train
ISIC_0027254,1,1,train
ISIC_0036217,0,0,train
ISIC_0036067,1,0,train
ISIC_0034587,0,0,train
ISIC_0029611,0,0,train
ISIC_0012281,0,0,train
ISIC_0021833,1,0,train
ISIC_0030209,0,0,train
ISIC_0028761,0,0,train
ISIC_0028639,0,0,train
ISIC_0035201,0,0,train
ISIC_0031574,0,0,train
ISIC_0025480,0,0,train
ISIC_0027360,0,0,train
ISIC_0034043,1,0,train
ISIC_0036173,1,0,train
ISIC_0029486,1,0,train
ISIC_0030257,0,0,train
ISIC_0032079,1,1,train
ISIC_0036198,1,0,train
ISIC_0034655,1,1,train
ISIC_0033873,1,0,train
ISIC_0029072,1,0,train
ISIC_0035897,1,0,train
ISIC_0027648,1,0,train
ISIC_0013146,1,1,train
ISIC_0016199,0,0,train
ISIC_0031973,1,0,train
ISIC_0018941,0,0,train
ISIC_0029813,0,0,train
ISIC_0001423,0,0,train
ISIC_0032960,1,1,train
ISIC_0021956,1,0,train
ISIC_0029819,1,1,train
ISIC_0021147,1,1,train
ISIC_0035594,1,1,train
ISIC_0014969,1,0,train
ISIC_0027618,1,0,train
ISIC_0035300,0,0,train
ISIC_0032891,1,0,train
ISIC_0028273,0,0,train
ISIC_0000355,1,0,train
ISIC_0025501,0,0,train
ISIC_0029986,1,0,train
ISIC_0025827,0,0,train
ISIC_0022149,0,0,train
ISIC_0029142,0,0,train
ISIC_0010483,1,0,train
ISIC_0023646,0,1,train
ISIC_0035459,1,1,train
ISIC_0035730,1,0,train
ISIC_0025586,1,0,train
ISIC_0033351,0,0,train
ISIC_0029711,0,0,train
ISIC_0021008,1,0,train
ISIC_0026351,0,0,train
ISIC_0013691,1,0,train
ISIC_0030765,0,0,train
ISIC_0024918,0,1,train
ISIC_0032226,0,0,train
ISIC_0014506,0,1,train
ISIC_0029850,0,0,train
ISIC_0015041,1,0,train
ISIC_0027141,0,0,train
ISIC_0027491,0,0,train
ISIC_0033973,0,0,train
ISIC_0032841,1,1,train
ISIC_0034880,1,0,train
ISIC_0000486,1,0,train
ISIC_0018774,0,0,train
ISIC_0026876,1,0,train
ISIC_0035307,0,0,train
ISIC_0030720,0,0,train
ISIC_0021225,0,1,train
ISIC_0032879,1,1,train
ISIC_0028305,0,0,train
ISIC_0013844,0,0,train
ISIC_0027247,0,0,train
ISIC_0013394,0,0,train
ISIC_0029325,0,0,train
ISIC_0024614,0,0,train
ISIC_0031416,0,0,train
ISIC_0028128,1,0,train
ISIC_0027113,1,0,train
ISIC_0012118,0,0,train
ISIC_0035668,1,0,train
ISIC_0035759,1,0,train
ISIC_0035421,1,1,train
ISIC_0011165,0,0,train
ISIC_0025986,1,0,train
ISIC_0035149,1,1,train
ISIC_0033491,1,0,train
ISIC_0033189,1,0,train
ISIC_0014979,1,0,train
ISIC_0027929,0,0,train
ISIC_0015133,1,0,train
ISIC_0033271,1,1,train
ISIC_0024945,1,0,train
ISIC_0028948,0,0,train
ISIC_0029310,0,0,train
ISIC_0014136,0,0,train
ISIC_0000471,0,0,train
ISIC_0024432,1,1,train
ISIC_0025225,0,0,train
ISIC_0030224,1,0,train
ISIC_0034400,0,0,train
ISIC_0035908,1,0,train
ISIC_0033820,1,1,train
ISIC_0028000,0,0,train
ISIC_0010494,1,0,train
ISIC_0026749,1,0,train
ISIC_0035959,1,0,train
ISIC_0026188,1,1,train
ISIC_0024747,1,0,train
ISIC_0019228,0,0,train
ISIC_0012259,0,0,train
ISIC_0013674,0,0,train
ISIC_0033636,1,1,train
ISIC_0029213,1,0,train
ISIC_0035089,1,1,train
ISIC_0024473,0,0,train
ISIC_0013936,0,0,train
ISIC_0036253,1,0,train
ISIC_0030693,1,0,train
ISIC_0035968,1,1,train
ISIC_0027795,1,1,train
ISIC_0027358,0,0,train
ISIC_0033426,1,1,train
ISIC_0000230,1,0,train
ISIC_0036044,0,0,train
ISIC_0031045,1,0,train
ISIC_0029774,0,0,train
ISIC_0031068,0,0,train
ISIC_0026639,0,0,train
ISIC_0035161,0,0,train
ISIC_0028792,1,0,train
ISIC_0025660,0,0,train
ISIC_0026657,0,0,train
ISIC_0032234,0,0,train
ISIC_0029907,0,0,train
ISIC_0029638,1,1,train
ISIC_0027193,0,0,train
ISIC_0030799,0,0,train
ISIC_0026229,1,1,train
ISIC_0028995,0,0,train
ISIC_0019609,0,0,train
ISIC_0031365,0,0,train
ISIC_0029255,0,0,train
ISIC_0027421,1,0,train
ISIC_0035325,0,0,train
ISIC_0000009,1,0,train
ISIC_0035122,0,0,train
ISIC_0028523,1,0,train
ISIC_0035111,0,0,train
ISIC_0001385,0,0,train
ISIC_0028414,1,0,train
ISIC_0025075,1,0,train
ISIC_0029641,0,0,train
ISIC_0025385,0,0,train
ISIC_0031924,0,0,train
ISIC_0031472,0,0,train
ISIC_0027957,1,0,train
ISIC_0015946,0,0,train
ISIC_0028363,0,0,train
ISIC_0013596,0,0,train
ISIC_0000196,1,0,train
ISIC_0019260,0,0,train
ISIC_0024983,0,0,train
ISIC_0028347,1,0,train
ISIC_0001128,0,0,train
ISIC_0028376,1,0,train
ISIC_0026727,0,0,train
ISIC_0033166,1,1,train
ISIC_0013176,0,0,train
ISIC_0029532,0,0,train
ISIC_0031333,0,0,train
ISIC_0032117,0,0,train
ISIC_0025287,0,0,train
ISIC_0020563,1,0,train
ISIC_0026014,1,1,train
ISIC_0024755,0,0,train
ISIC_0030280,1,1,train
ISIC_0025271,0,0,train
ISIC_0032355,0,0,train
ISIC_0000337,1,0,train
ISIC_0024850,0,0,train
ISIC_0030815,0,0,train
ISIC_0024900,1,1,train
ISIC_0029968,0,0,train
ISIC_0034977,0,0,train
ISIC_0025505,0,0,train
ISIC_0025143,1,0,train
ISIC_0025744,1,1,train
ISIC_0001140,1,0,train
ISIC_0001133,1,0,train
ISIC_0001960,1,0,train
ISIC_0028976,0,0,train
ISIC_0010061,0,0,train
ISIC_0013684,0,0,train
ISIC_0017289,0,0,train
ISIC_0013212,0,1,train
ISIC_0001126,0,0,train
ISIC_0035435,0,0,train
ISIC_0013427,1,1,train
ISIC_0028981,1,0,train
ISIC_0014632,0,0,train
ISIC_0024547,1,0,train
ISIC_0025935,0,0,train
ISIC_0030014,1,1,train
ISIC_0025577,1,1,train
ISIC_0030101,0,0,train
ISIC_0031229,1,0,train
ISIC_0024494,1,0,train
ISIC_0034125,1,0,train
ISIC_0028291,1,1,train
ISIC_0029526,0,0,train
ISIC_0026090,1,1,train
ISIC_0025623,1,0,train
ISIC_0024329,1,1,train
ISIC_0011082,0,0,train
ISIC_0033885,1,1,train
ISIC_0034152,1,0,train
ISIC_0029169,0,0,train
ISIC_0014836,1,0,train
ISIC_0015634,0,0,train
ISIC_0034197,1,0,train
ISIC_0033899,1,0,train
ISIC_0000343,1,1,train
ISIC_0016837,0,0,train
ISIC_0025681,0,0,train
ISIC_0025076,1,0,train
ISIC_0034491,1,0,train
ISIC_0032060,0,0,train
ISIC_0015963,0,0,train
ISIC_0034142,1,0,train
ISIC_0035029,1,1,train
ISIC_0021753,0,0,train
ISIC_0029261,0,0,train
ISIC_0022678,0,0,train
ISIC_0035066,0,0,train
ISIC_0025619,1,0,train
ISIC_0032555,1,0,train
ISIC_0028755,1,0,train
ISIC_0031413,1,1,train
ISIC_0035808,1,0,train
ISIC_0026731,0,0,train
ISIC_0030191,1,1,train
ISIC_0030580,1,0,train
ISIC_0024513,0,0,train
ISIC_0029421,0,0,train
ISIC_0015218,1,0,train
ISIC_0027318,0,0,train
ISIC_0035906,1,0,train
ISIC_0026250,0,0,train
ISIC_0036331,0,0,train
ISIC_0027221,0,0,train
ISIC_0000234,1,0,train
ISIC_0024376,0,0,train
ISIC_0016911,0,0,train
ISIC_0010104,0,0,train
ISIC_0033758,1,0,train
ISIC_0029957,0,0,train
ISIC_0035578,0,0,train
ISIC_0034532,0,0,train
ISIC_0032948,1,0,train
ISIC_0034765,0,0,train
ISIC_0025625,0,0,train
ISIC_0032008,1,0,train
ISIC_0035757,1,0,train
ISIC_0012268,0,0,train
ISIC_0031241,0,0,train
ISIC_0027844,0,0,train
ISIC_0034094,1,1,train
ISIC_0000275,0,0,train
ISIC_0026721,0,0,train
ISIC_0032729,1,0,train
ISIC_0025254,1,0,train
ISIC_0032391,0,0,train
ISIC_0026993,1,1,train
ISIC_0024559,0,0,train
ISIC_0028463,1,1,train
ISIC_0033707,0,0,train
ISIC_0026543,0,0,train
ISIC_0014284,0,1,train
ISIC_0029646,0,0,train
ISIC_0029780,1,1,train
ISIC_0036185,0,0,train
ISIC_0019531,0,0,train
ISIC_0026304,0,0,train
ISIC_0032408,1,1,train
ISIC_0015607,1,0,train
ISIC_0032649,1,0,train
ISIC_0026928,0,0,train
ISIC_0027018,1,0,train
ISIC_0035368,1,1,train
ISIC_0026673,0,0,train
ISIC_0024539,1,1,train
ISIC_0030711,0,0,train
ISIC_0029493,1,0,train
ISIC_0032979,0,0,train
ISIC_0027761,0,0,train
ISIC_0006671,0,0,train
ISIC_0025671,1,0,train
ISIC_0031097,0,0,train
ISIC_0014290,0,1,train
ISIC_0028590,0,0,train
ISIC_0013429,0,0,train
ISIC_0014835,1,0,train
ISIC_0033337,1,1,train
ISIC_0034198,1,0,train
ISIC_0028618,1,0,train
ISIC_0032291,1,0,train
ISIC_0027839,1,0,train
ISIC_0036200,0,1,train
ISIC_0000493,1,0,train
ISIC_0032233,1,0,train
ISIC_0030585,0,0,train
ISIC_0033261,1,1,train
ISIC_0031905,0,0,train
ISIC_0032943,1,0,train
ISIC_0031802,0,0,train
ISIC_0030582,0,0,train
ISIC_0033607,0,1,train
ISIC_0014164,0,0,train
ISIC_0026787,0,0,train
ISIC_0032571,1,0,train
ISIC_0028301,0,0,train
ISIC_0020005,0,0,train
ISIC_0034707,0,0,train
ISIC_0035518,0,0,train
ISIC_0014026,0,0,train
ISIC_0029007,0,0,train
ISIC_0034073,1,0,train
ISIC_0032416,0,0,train
ISIC_0026256,0,0,train
ISIC_0027006,1,0,train
ISIC_0024712,1,0,train
ISIC_0033049,0,0,train
ISIC_0035350,0,0,train
ISIC_0030022,0,0,train
ISIC_0032035,1,0,train
ISIC_0029185,0,0,train
ISIC_0034342,0,0,train
ISIC_0033294,1,0,train
ISIC_0019545,0,0,train
ISIC_0030124,1,0,train
ISIC_0029147,1,0,train
ISIC_0029269,0,0,train
ISIC_0022043,1,0,train
ISIC_0026125,1,0,train
